customer_id;trans_date;tran_amount
CS5714;28-abr-13;73
CS5739;15-ago-14;75
CS2403;28-ago-13;96
CS3066;27-sep-11;99
CS4980;1-nov-14;77
CS3358;10-ago-12;93
CS2633;4-may-12;99
CS1399;25-abr-13;101
CS3860;26-jun-14;59
CS4671;28-dic-13;62
CS3476;20-may-14;78
CS2487;10-nov-11;44
CS5263;20-oct-11;43
CS3953;1-nov-13;54
CS2541;27-jun-14;74
CS1780;30-jun-11;39
CS6000;25-nov-13;62
CS1747;3-dic-13;101
CS5039;12-sep-12;91
CS5501;20-dic-13;50
CS4499;27-sep-11;44
CS4847;5-ago-14;88
CS5885;7-nov-11;65
CS1777;27-dic-14;82
CS4066;4-abr-13;87
CS3517;5-feb-15;36
CS2957;23-may-13;101
CS3740;11-mar-15;42
CS5071;22-nov-12;63
CS5639;27-ago-13;73
CS5587;5-oct-12;104
CS4232;1-oct-13;50
CS3369;15-abr-14;44
CS3377;29-sep-13;100
CS5318;21-mar-13;67
CS2363;25-sep-14;61
CS3468;5-sep-13;97
CS1624;23-ene-14;38
CS1887;12-ene-15;95
CS6073;9-may-13;58
CS1813;29-oct-12;52
CS1347;12-feb-14;40
CS3978;8-jun-12;58
CS2611;29-sep-14;98
CS5001;6-may-14;97
CS4797;25-feb-14;38
CS4540;31-oct-14;86
CS2546;10-ene-13;81
CS4681;8-may-14;57
CS2139;14-oct-14;57
CS2534;7-mar-13;40
CS4306;24-dic-12;49
CS5408;16-ago-13;45
CS1309;16-ago-11;39
CS4428;21-feb-14;49
CS2445;13-mar-15;86
CS4948;18-abr-14;69
CS2413;18-jun-11;47
CS2251;2-nov-11;50
CS5817;26-oct-12;71
CS3550;8-nov-14;41
CS4932;15-nov-12;90
CS4742;13-jun-14;54
CS1958;17-nov-12;45
CS1396;22-feb-13;77
CS5251;12-ago-13;96
CS5506;26-sep-11;68
CS4613;3-sep-13;103
CS3866;30-ene-15;87
CS3204;23-nov-12;72
CS3666;6-sep-11;72
CS3453;19-ago-13;54
CS2270;19-mar-12;90
CS3835;9-oct-14;95
CS2986;17-jun-12;87
CS1677;10-oct-13;49
CS3868;28-mar-14;102
CS2078;9-sep-14;61
CS2606;8-mar-14;88
CS3442;28-feb-13;36
CS5371;25-sep-13;96
CS5759;4-may-14;70
CS3190;25-ago-12;80
CS1334;11-jul-11;77
CS2377;22-mar-12;71
CS3897;20-sep-14;79
CS1286;28-dic-12;52
CS4934;19-abr-12;71
CS3041;28-mar-12;103
CS6101;12-ago-13;38
CS4015;24-oct-11;74
CS2094;27-ene-12;84
CS5184;26-sep-12;87
CS4324;24-oct-12;69
CS5490;1-mar-13;77
CS3966;30-ene-12;64
CS3250;16-feb-13;78
CS2323;11-mar-13;80
CS5961;28-may-11;98
CS1386;30-sep-11;69
CS4194;20-jun-13;78
CS5227;26-abr-13;69
CS3545;24-sep-13;62
CS5192;17-oct-13;51
CS3684;17-mar-13;98
CS3822;10-feb-14;55
CS4401;7-mar-15;84
CS2398;26-sep-12;70
CS6033;18-ene-14;37
CS2113;12-mar-13;62
CS1935;21-may-11;84
CS2072;9-ene-15;90
CS2634;31-ago-14;73
CS5936;6-jun-12;102
CS5507;9-nov-12;97
CS5186;19-feb-12;44
CS4797;24-jun-13;69
CS1276;13-feb-15;76
CS4495;12-may-12;36
CS4013;8-ene-14;105
CS3407;14-ene-15;46
CS1598;7-dic-11;46
CS1622;26-sep-13;98
CS5184;8-dic-14;71
CS5703;4-nov-13;75
CS1701;20-sep-13;36
CS1330;30-ago-11;38
CS4430;15-sep-13;71
CS3288;30-may-13;75
CS3709;12-ene-13;104
CS5477;20-jul-13;83
CS4410;20-sep-14;92
CS3318;3-jul-13;100
CS2802;27-feb-12;45
CS4178;23-ene-13;79
CS4991;2-sep-12;90
CS1190;3-abr-14;71
CS3610;5-abr-14;41
CS2868;29-dic-13;74
CS4231;18-ene-12;56
CS1623;25-ago-13;53
CS2261;29-ene-13;86
CS2462;27-nov-14;91
CS5807;17-ene-15;45
CS4467;11-sep-11;46
CS2950;6-sep-11;91
CS2802;15-dic-13;93
CS4174;20-nov-11;54
CS4590;9-abr-12;72
CS1861;22-ago-14;41
CS2676;9-abr-12;44
CS3387;20-feb-15;102
CS3024;14-oct-11;75
CS5129;2-sep-11;67
CS1535;14-ago-13;77
CS3747;29-ago-13;51
CS2499;2-may-14;97
CS2180;14-feb-13;49
CS1460;12-sep-11;44
CS3499;24-ene-14;91
CS2733;3-ene-13;98
CS5241;8-mar-14;94
CS2686;17-jun-12;74
CS4167;24-oct-14;71
CS4129;31-ene-14;89
CS2026;13-nov-14;49
CS1540;7-dic-11;44
CS5326;28-oct-12;72
CS5013;10-may-12;104
CS2735;24-abr-12;69
CS4047;23-abr-13;46
CS5197;23-jul-13;62
CS2149;14-mar-13;70
CS4784;30-may-11;84
CS1824;10-ago-14;64
CS2308;17-may-13;95
CS1592;2-sep-13;36
CS5169;22-feb-14;78
CS1626;14-ene-15;65
CS4352;7-nov-14;36
CS2693;7-jul-13;88
CS4252;23-dic-13;99
CS4655;1-jun-13;80
CS1810;11-nov-11;88
CS3630;6-mar-13;91
CS4789;9-dic-14;68
CS5541;5-jul-13;83
CS2353;27-sep-14;92
CS2666;19-nov-11;101
CS5334;13-mar-15;58
CS4540;22-jul-14;40
CS3785;13-jul-14;104
CS2682;12-oct-13;105
CS1274;18-jul-12;57
CS1406;19-jun-12;70
CS4804;2-sep-14;57
CS2425;4-mar-13;86
CS3033;29-may-14;84
CS4143;14-mar-14;78
CS1445;22-jul-13;56
CS5555;8-may-14;102
CS4717;4-sep-12;103
CS2133;20-abr-13;65
CS4277;23-dic-13;78
CS5726;16-abr-14;48
CS2282;2-mar-12;35
CS1323;4-may-13;49
CS1463;31-dic-13;83
CS3948;28-nov-11;83
CS4596;26-ene-12;51
CS4029;7-jul-13;50
CS5528;10-jun-12;72
CS2660;19-oct-12;42
CS4295;19-ago-14;88
CS1227;5-ago-13;36
CS3903;9-sep-12;63
CS2798;12-mar-14;53
CS4810;8-abr-14;84
CS5466;17-sep-12;92
CS5768;9-may-12;50
CS1884;7-oct-13;45
CS5667;7-jun-13;67
CS5652;22-jul-14;104
CS1179;3-nov-12;62
CS1934;5-ago-11;69
CS5203;16-feb-13;53
CS3968;11-dic-11;62
CS5815;9-ago-11;77
CS1987;19-abr-13;69
CS4775;26-may-11;69
CS2835;8-ene-14;66
CS3809;22-may-13;93
CS3003;1-feb-14;101
CS1476;1-ago-11;94
CS4331;22-ene-13;88
CS2886;8-ago-12;65
CS6066;21-oct-14;37
CS3768;15-ago-14;87
CS2252;15-feb-14;97
CS5055;15-jun-12;74
CS3532;13-mar-12;85
CS6099;12-ago-13;88
CS4352;13-may-14;58
CS1850;23-sep-14;99
CS2262;17-jul-13;99
CS2370;31-oct-14;66
CS3203;13-dic-14;49
CS3334;11-feb-15;83
CS2309;5-oct-13;56
CS4514;6-sep-12;58
CS3561;15-may-12;102
CS2520;23-dic-11;103
CS2961;13-ene-13;88
CS5422;10-jul-12;65
CS6019;26-mar-14;62
CS4495;10-feb-14;61
CS3006;20-feb-12;51
CS2706;22-nov-14;93
CS4896;5-ago-14;78
CS2923;16-jul-11;79
CS3914;25-ene-15;63
CS2990;1-mar-12;44
CS2606;10-dic-11;88
CS2212;23-jun-11;98
CS4480;20-ago-14;58
CS5095;5-abr-13;102
CS3821;16-feb-12;96
CS4792;14-jul-12;43
CS4832;24-dic-11;84
CS5929;12-oct-11;40
CS5084;6-ene-15;85
CS1614;17-jul-14;40
CS1370;20-may-12;86
CS4011;12-nov-12;76
CS3909;24-jul-12;44
CS4910;11-sep-13;81
CS4313;1-ago-13;81
CS1284;1-sep-14;41
CS5106;23-ago-12;98
CS4935;31-oct-13;45
CS3739;24-ene-12;65
CS2920;23-dic-11;84
CS6053;29-ene-12;58
CS4024;7-sep-14;55
CS3634;21-sep-12;80
CS2728;3-sep-13;94
CS1802;16-may-13;35
CS3151;1-ago-14;63
CS2868;29-sep-13;68
CS4120;25-feb-13;75
CS3842;12-nov-13;104
CS4434;20-mar-12;53
CS5339;1-mar-14;104
CS3830;20-dic-12;105
CS3889;20-jun-11;57
CS4816;3-ene-15;93
CS4867;4-nov-14;67
CS5892;30-ene-15;69
CS2670;14-mar-14;45
CS3621;21-ene-13;65
CS3067;4-sep-12;72
CS3922;7-abr-14;103
CS2346;1-nov-12;44
CS3687;5-ago-11;77
CS4057;25-feb-13;66
CS2769;3-ene-13;86
CS2676;20-oct-13;100
CS5143;23-jul-12;82
CS3423;11-ago-14;103
CS3913;17-jul-12;71
CS5276;9-feb-13;101
CS1134;27-nov-14;101
CS1120;12-sep-11;86
CS1652;31-ene-14;81
CS4416;24-nov-12;38
CS4858;2-feb-13;62
CS2411;22-jul-11;58
CS2073;7-ago-14;67
CS4362;27-jun-13;56
CS1453;22-sep-14;83
CS3095;2-ago-12;35
CS3290;10-may-12;90
CS3071;29-oct-11;80
CS3008;14-ago-13;89
CS1815;15-feb-12;42
CS2599;12-ago-11;87
CS3069;6-jul-13;65
CS1615;4-may-13;83
CS5417;21-sep-14;91
CS4910;31-dic-13;64
CS1734;13-dic-13;61
CS5163;13-ago-12;59
CS2234;15-abr-13;75
CS3900;15-mar-15;90
CS5404;11-abr-14;104
CS5326;9-dic-12;94
CS3571;23-ene-15;63
CS6010;20-jun-14;62
CS5753;30-ene-15;50
CS4929;17-dic-14;84
CS4323;6-may-12;83
CS1276;26-feb-12;66
CS2655;14-jun-11;53
CS2209;27-ago-12;43
CS1261;13-feb-13;78
CS5851;17-mar-14;97
CS4994;31-may-13;47
CS4738;11-oct-13;65
CS1727;6-oct-12;75
CS5470;13-ene-13;81
CS4480;10-jun-12;99
CS5667;19-nov-14;37
CS4497;13-mar-14;75
CS4375;6-dic-11;105
CS2207;25-abr-13;88
CS4322;31-jul-12;85
CS4587;17-may-14;77
CS4061;16-mar-13;46
CS4103;29-ago-11;60
CS3294;5-mar-13;84
CS4583;20-dic-14;51
CS4184;22-dic-11;90
CS4918;21-sep-12;47
CS5478;11-abr-13;69
CS3211;24-dic-11;36
CS3941;17-nov-14;81
CS1782;30-dic-14;89
CS5327;12-jul-14;72
CS5496;29-abr-14;52
CS6086;25-ene-12;100
CS1611;5-sep-12;82
CS1501;23-jul-14;56
CS4410;8-ago-12;105
CS2438;6-jun-11;46
CS1182;20-may-14;84
CS2964;9-may-14;90
CS3255;27-sep-13;67
CS4493;8-nov-14;51
CS5058;13-dic-12;64
CS4546;11-feb-13;43
CS4852;14-sep-11;59
CS3458;3-mar-12;54
CS2623;8-mar-13;76
CS3812;16-jul-13;46
CS3394;12-nov-14;76
CS1452;23-abr-12;102
CS1443;23-may-12;80
CS4261;6-jun-13;75
CS5757;23-oct-14;60
CS3314;20-feb-15;52
CS4836;20-ene-15;94
CS1620;24-jun-12;89
CS5491;19-feb-14;62
CS4612;2-jul-12;92
CS5660;31-may-11;59
CS2554;26-may-11;87
CS3647;22-may-11;94
CS5365;26-dic-14;99
CS5217;16-sep-12;46
CS5323;29-sep-12;55
CS2488;1-ago-11;41
CS2294;24-feb-14;83
CS2664;10-jun-12;37
CS2072;22-abr-13;92
CS5615;7-feb-15;90
CS1746;12-may-13;82
CS3611;17-ene-13;93
CS5994;25-mar-13;90
CS5776;18-mar-12;93
CS2189;13-dic-12;64
CS2013;8-feb-12;86
CS1678;28-dic-14;62
CS2053;8-feb-15;101
CS1927;19-may-11;64
CS4097;25-mar-13;49
CS4258;27-dic-14;57
CS2205;4-mar-12;35
CS2644;28-dic-14;96
CS5039;16-may-12;58
CS5760;7-ago-11;76
CS1593;3-dic-13;42
CS4191;28-jun-13;80
CS4445;14-ago-14;78
CS2401;5-oct-13;41
CS5094;20-ene-12;56
CS1877;3-feb-13;69
CS2108;4-ago-12;58
CS2253;12-nov-13;82
CS5537;17-may-12;62
CS5622;23-jun-14;57
CS3721;17-nov-12;96
CS4677;2-mar-13;103
CS5439;7-ene-15;41
CS2913;20-oct-11;98
CS2732;9-feb-15;59
CS4396;9-abr-14;43
CS3606;26-may-11;66
CS2657;10-jun-12;99
CS6107;17-feb-14;101
CS4876;20-dic-12;75
CS2632;5-nov-14;73
CS5687;17-ago-11;43
CS1126;17-mar-12;81
CS4233;22-dic-14;91
CS4492;14-feb-12;80
CS3890;31-ago-14;61
CS1387;28-nov-12;85
CS3994;8-jun-14;73
CS4790;6-mar-13;95
CS4430;30-ene-15;52
CS3840;22-sep-13;39
CS5846;22-ene-15;45
CS5668;7-jun-14;57
CS3008;11-abr-12;73
CS3311;10-ene-13;98
CS2624;5-dic-12;78
CS4235;18-ene-12;80
CS6003;15-ago-14;101
CS3371;2-mar-12;100
CS3123;16-oct-12;95
CS2434;9-oct-14;55
CS3117;10-oct-12;46
CS5550;11-may-13;102
CS5675;20-ene-14;92
CS4442;11-mar-14;103
CS1832;29-abr-14;79
CS5498;18-ene-14;83
CS4141;22-nov-13;69
CS4918;7-feb-14;73
CS5673;29-ene-13;57
CS2134;21-ene-12;55
CS1124;20-mar-12;60
CS2973;11-sep-14;105
CS5741;17-jun-11;98
CS2833;26-dic-14;102
CS1522;16-feb-13;64
CS5829;4-dic-14;76
CS3758;16-feb-14;42
CS4443;3-jul-12;68
CS3774;18-sep-11;52
CS4959;6-nov-11;57
CS2685;8-mar-15;90
CS3411;20-may-12;84
CS4766;23-feb-14;52
CS5462;13-jul-14;71
CS2415;24-jun-11;63
CS1954;24-nov-12;41
CS5186;11-dic-13;88
CS3720;8-oct-14;57
CS3143;18-sep-11;101
CS1483;12-sep-11;66
CS2865;23-nov-13;96
CS3857;30-ene-13;62
CS5820;1-ago-12;104
CS1766;6-oct-13;71
CS2099;30-dic-12;72
CS5025;7-nov-12;62
CS5696;9-ago-14;47
CS3507;13-may-12;45
CS2059;14-ago-11;60
CS5539;14-nov-11;88
CS4899;1-mar-15;105
CS3569;1-ago-12;71
CS4549;24-dic-14;91
CS1159;26-ago-14;39
CS4575;18-sep-13;81
CS1181;7-jun-12;72
CS5772;26-jun-14;103
CS6034;30-jun-12;59
CS3251;14-nov-11;38
CS2808;30-mar-13;87
CS5783;25-nov-11;79
CS2354;4-mar-15;97
CS4478;4-jun-11;105
CS2889;17-ene-14;46
CS2972;7-nov-11;79
CS5614;29-mar-12;79
CS1282;5-ago-13;51
CS3221;11-nov-13;42
CS2595;17-abr-14;75
CS2937;5-sep-11;99
CS5700;16-dic-13;100
CS5513;1-ene-12;45
CS3530;30-mar-14;63
CS1136;17-feb-15;99
CS1529;4-jul-13;92
CS5371;12-may-13;75
CS2337;26-ene-15;91
CS3112;13-feb-13;49
CS3710;19-jun-13;74
CS5717;17-may-13;61
CS1542;18-jul-13;37
CS2036;7-ene-13;52
CS1945;16-oct-14;64
CS5754;9-ene-15;65
CS2297;18-dic-11;94
CS3637;15-dic-11;89
CS2300;20-nov-11;84
CS4922;28-feb-15;39
CS1428;10-abr-13;47
CS4281;5-abr-13;58
CS4526;17-oct-13;61
CS1686;28-ene-14;87
CS5204;4-jun-11;76
CS1367;16-oct-12;102
CS2678;21-jun-13;102
CS4524;22-sep-13;73
CS4784;8-may-13;40
CS4300;23-abr-13;44
CS1950;17-ago-14;103
CS3844;12-nov-12;55
CS1436;31-may-14;101
CS5654;6-abr-13;77
CS3829;25-ago-12;105
CS2129;4-nov-14;58
CS2012;13-jun-11;48
CS2543;26-jun-13;45
CS3800;16-dic-11;64
CS4440;26-oct-13;76
CS5537;1-ago-11;97
CS4111;5-ago-12;97
CS2122;20-oct-14;72
CS5579;18-nov-11;52
CS4791;9-mar-14;83
CS1492;23-jun-12;95
CS1141;16-may-12;62
CS5206;27-jun-13;41
CS3724;20-oct-11;46
CS3714;10-feb-15;94
CS5187;26-jul-14;65
CS3137;8-jun-14;66
CS3232;29-may-12;71
CS4781;19-may-11;48
CS2828;20-jun-14;85
CS6092;19-oct-11;83
CS5014;19-ene-12;63
CS2097;23-dic-11;87
CS5973;1-jul-13;61
CS1371;14-ago-13;36
CS4932;1-oct-13;39
CS4593;23-sep-13;71
CS3418;29-may-13;38
CS3199;16-jun-12;72
CS3844;12-feb-12;91
CS2552;27-jul-11;41
CS4074;18-feb-12;102
CS2804;24-jul-11;100
CS3637;2-feb-14;67
CS1431;21-oct-12;96
CS2385;29-sep-13;82
CS1199;13-dic-12;103
CS3831;1-oct-11;38
CS1804;29-jun-14;94
CS5900;23-oct-14;72
CS3193;12-dic-14;46
CS1299;2-ago-12;93
CS1216;12-jun-12;36
CS2316;28-ago-14;91
CS3175;22-dic-12;101
CS5987;3-may-13;101
CS5952;18-nov-12;70
CS1292;8-feb-15;87
CS3961;14-mar-13;56
CS1925;8-abr-13;69
CS2550;25-may-11;72
CS4909;11-ago-14;63
CS5280;18-ago-12;99
CS1407;24-feb-12;44
CS2347;12-may-14;47
CS5970;17-ago-14;104
CS4307;5-jul-12;103
CS4521;26-nov-12;51
CS4027;1-nov-14;84
CS5750;13-feb-12;87
CS2955;29-nov-12;60
CS5437;11-nov-11;57
CS2448;11-may-12;87
CS2746;3-mar-15;57
CS1335;24-dic-12;68
CS4032;17-dic-11;102
CS6055;2-sep-14;63
CS3228;28-feb-13;90
CS4781;15-jul-14;41
CS1748;28-ene-14;76
CS2895;13-ago-11;70
CS4220;18-ene-15;68
CS3919;28-abr-13;85
CS3690;16-may-11;63
CS1383;19-jul-11;83
CS5242;29-ago-11;53
CS1768;8-ago-12;71
CS2828;1-feb-12;97
CS4743;24-dic-11;57
CS3794;9-nov-14;51
CS4595;13-abr-14;37
CS4924;2-jun-13;94
CS4307;30-dic-11;69
CS2632;21-jul-13;79
CS3451;19-ene-12;57
CS3550;2-nov-12;51
CS5760;28-jul-13;52
CS2383;27-ene-13;81
CS1407;31-mar-14;64
CS5419;31-jul-13;103
CS1926;18-mar-13;92
CS4671;21-sep-13;91
CS2974;9-ene-14;63
CS5414;4-nov-12;83
CS4839;2-mar-14;97
CS1450;23-nov-12;57
CS3666;5-oct-14;86
CS3189;13-nov-12;35
CS1346;2-oct-13;47
CS4147;16-sep-13;63
CS3347;5-dic-13;86
CS5027;26-jul-12;97
CS4686;24-nov-11;95
CS4267;15-sep-13;69
CS2642;10-jun-12;45
CS3473;27-mar-12;72
CS2890;5-oct-14;52
CS4318;17-jul-14;78
CS2531;2-jul-12;52
CS3570;1-nov-12;84
CS4842;8-jul-13;35
CS5991;7-oct-12;61
CS3428;24-oct-11;55
CS4926;31-ene-15;60
CS5700;26-ene-12;48
CS1427;13-dic-11;56
CS5369;19-jul-11;94
CS1201;6-ene-12;84
CS1399;29-mar-13;54
CS5793;17-sep-12;91
CS2700;23-oct-11;48
CS2708;1-mar-15;56
CS3836;11-feb-15;68
CS2983;7-jun-12;56
CS5226;19-feb-15;97
CS1465;3-sep-14;85
CS1772;6-jun-11;67
CS4349;8-jun-13;85
CS2210;13-jul-11;101
CS2838;4-jun-13;54
CS1233;3-ago-14;69
CS5511;21-jun-14;63
CS5887;30-nov-11;84
CS5802;13-mar-14;36
CS3777;17-nov-11;62
CS5432;14-jul-12;80
CS3306;4-oct-13;86
CS2851;23-feb-12;90
CS2001;11-nov-14;97
CS1290;5-oct-14;64
CS2184;2-mar-15;43
CS5100;10-ago-14;55
CS4369;14-abr-12;104
CS5575;17-mar-12;41
CS2843;17-dic-11;95
CS1745;14-ago-12;78
CS4315;23-feb-12;68
CS4767;18-sep-14;39
CS2850;13-jul-11;57
CS5966;10-mar-13;98
CS2682;30-oct-14;37
CS6052;6-dic-12;48
CS1998;12-abr-13;49
CS2391;11-jun-12;99
CS1617;27-jul-14;91
CS3009;9-mar-15;61
CS4530;9-dic-12;77
CS2759;4-nov-12;67
CS3894;23-feb-13;98
CS1621;14-may-12;77
CS3764;17-sep-12;62
CS1152;14-dic-11;96
CS4809;1-sep-12;55
CS4890;15-mar-13;98
CS4449;26-jun-14;38
CS5609;24-jun-14;54
CS2141;2-ene-12;70
CS2180;4-dic-11;45
CS3413;11-sep-11;86
CS4026;19-jul-14;91
CS5312;20-sep-14;82
CS4802;15-jul-12;90
CS2496;29-jul-12;83
CS4694;28-ene-13;94
CS3286;23-may-12;84
CS4974;27-sep-14;69
CS3990;5-sep-11;52
CS4791;29-nov-11;90
CS3180;24-nov-13;104
CS5132;14-ago-13;96
CS1830;28-oct-13;53
CS3793;28-ago-13;85
CS2455;22-ago-13;39
CS5476;10-feb-13;76
CS5916;5-dic-14;55
CS4951;7-mar-12;52
CS1511;5-nov-14;90
CS5040;26-may-13;75
CS5421;29-dic-11;59
CS2348;2-jun-14;74
CS2345;23-jun-12;52
CS3632;2-nov-11;63
CS2051;28-oct-12;101
CS3535;15-abr-12;55
CS1366;1-mar-14;47
CS2245;12-mar-14;101
CS2821;11-oct-12;96
CS2395;13-mar-13;102
CS1182;10-jun-12;96
CS2754;7-mar-13;39
CS1407;19-sep-12;90
CS3647;3-mar-15;56
CS2756;15-nov-13;38
CS3626;17-jul-11;92
CS4501;20-ago-13;79
CS5526;6-dic-12;50
CS2027;30-may-14;86
CS1811;25-ene-13;84
CS4106;18-jun-13;46
CS5578;4-may-12;79
CS1897;19-oct-14;81
CS4760;15-feb-12;36
CS3768;30-ago-11;71
CS1499;2-jun-14;84
CS1395;17-oct-12;53
CS5857;17-may-11;90
CS1356;1-feb-14;101
CS3877;27-sep-14;77
CS2669;10-nov-12;63
CS3789;3-jun-12;59
CS2305;7-nov-11;101
CS3649;30-oct-14;45
CS4494;16-mar-14;67
CS3866;21-oct-13;59
CS2149;12-ago-11;55
CS4753;9-nov-14;41
CS5786;30-jun-11;56
CS1611;20-mar-13;56
CS1370;12-dic-12;105
CS3923;19-mar-13;63
CS1381;6-jun-11;75
CS5214;4-ago-11;41
CS1786;4-abr-12;75
CS4828;2-jun-12;99
CS5864;23-oct-14;104
CS4290;24-may-14;105
CS2822;29-ene-15;96
CS6073;5-mar-13;78
CS1846;31-ene-12;76
CS3203;15-abr-14;86
CS3079;1-nov-12;88
CS4274;19-jul-13;43
CS2857;10-sep-13;76
CS4133;15-sep-11;71
CS1888;2-dic-12;93
CS4595;1-mar-13;57
CS2694;19-mar-12;85
CS4322;13-oct-11;75
CS2364;14-oct-11;80
CS2125;8-nov-14;102
CS3554;6-feb-15;98
CS2029;19-dic-12;65
CS5174;24-may-12;65
CS3102;16-oct-12;47
CS5820;4-mar-13;42
CS5493;7-mar-12;51
CS3646;14-jun-11;35
CS1691;22-ene-12;95
CS3511;22-dic-11;69
CS2095;12-oct-11;105
CS2248;30-ago-14;78
CS4548;12-abr-14;78
CS5942;19-feb-14;81
CS1726;14-mar-14;56
CS5741;22-jun-11;37
CS3047;18-jul-11;48
CS5941;28-jun-12;51
CS3781;23-dic-13;72
CS2909;25-mar-12;69
CS1162;13-ene-14;89
CS5059;16-jun-12;55
CS2756;14-abr-14;69
CS4870;5-abr-14;101
CS2160;12-oct-11;40
CS5291;7-jun-13;99
CS4209;12-sep-13;48
CS5107;4-feb-15;53
CS1265;24-ene-15;75
CS3877;19-jul-13;98
CS1911;8-ago-11;88
CS4568;7-nov-12;35
CS4873;11-jul-12;104
CS4655;16-may-11;96
CS1841;24-feb-14;98
CS3323;15-sep-14;98
CS5284;28-dic-11;81
CS1806;30-dic-14;97
CS2878;7-mar-13;83
CS1947;18-dic-14;64
CS4602;13-nov-13;54
CS4928;20-jun-12;89
CS6006;17-nov-14;48
CS4730;12-nov-14;78
CS5857;8-oct-14;98
CS2398;21-ene-12;59
CS5907;15-mar-12;71
CS3346;5-oct-12;99
CS2546;5-abr-13;86
CS2222;24-dic-13;55
CS2566;30-dic-13;40
CS5590;10-oct-11;61
CS5643;19-may-12;92
CS2351;10-ene-13;80
CS5115;14-abr-13;42
CS6056;7-jul-12;84
CS4533;5-oct-11;56
CS3854;22-jul-12;89
CS1311;10-feb-15;76
CS3488;6-abr-13;96
CS5695;2-jun-11;88
CS5604;5-mar-14;69
CS4283;2-dic-14;55
CS1462;19-feb-14;71
CS1416;14-oct-14;72
CS5530;23-ago-12;96
CS1842;14-dic-14;84
CS3191;17-dic-11;61
CS2066;13-dic-11;85
CS1122;3-jul-13;49
CS2205;4-nov-11;81
CS5905;14-oct-13;85
CS3802;16-sep-14;42
CS5230;1-nov-13;42
CS5521;25-jul-11;86
CS4713;26-dic-11;92
CS3885;9-feb-13;94
CS4353;21-feb-14;38
CS1565;16-nov-14;36
CS4335;9-feb-14;49
CS3871;12-mar-13;38
CS5801;19-sep-12;96
CS3870;22-jun-14;65
CS4165;16-may-13;62
CS2899;6-dic-11;80
CS4676;26-jul-13;87
CS1641;2-oct-13;37
CS3528;28-oct-13;104
CS1949;26-abr-14;45
CS5203;9-feb-13;61
CS5251;29-may-11;35
CS2023;8-jun-12;48
CS3903;12-may-12;39
CS4131;6-oct-14;39
CS2430;12-dic-13;38
CS5786;23-dic-12;48
CS4427;22-ago-11;52
CS3540;29-abr-12;60
CS5243;31-ago-11;47
CS4951;12-ago-13;64
CS5899;10-nov-12;44
CS2377;26-mar-12;52
CS1950;8-dic-13;40
CS2261;20-ago-12;73
CS1327;30-nov-12;90
CS4714;28-sep-14;102
CS2250;28-dic-13;103
CS4017;29-dic-12;68
CS1789;1-mar-15;92
CS1910;2-may-14;68
CS2473;7-jun-13;102
CS3178;27-dic-14;86
CS4922;16-ago-13;91
CS4618;23-mar-13;94
CS1210;23-dic-13;95
CS3922;4-oct-11;62
CS5719;2-jul-14;70
CS5286;11-ene-12;58
CS2103;22-sep-14;77
CS3211;31-dic-13;97
CS4983;4-oct-13;67
CS2252;9-jun-14;35
CS4341;6-nov-13;49
CS5687;17-nov-13;79
CS4793;15-jun-11;71
CS2462;18-jul-13;39
CS2781;11-mar-13;57
CS1307;20-nov-12;36
CS1179;6-ene-12;72
CS5890;11-jun-12;42
CS4268;25-jul-12;104
CS5060;3-ago-13;92
CS1763;13-oct-13;103
CS4790;14-feb-13;56
CS5121;13-jul-13;69
CS4383;3-oct-11;99
CS5689;9-abr-14;66
CS1217;22-may-11;96
CS1377;13-jul-12;100
CS4594;9-nov-11;41
CS2695;18-dic-11;76
CS2991;28-may-12;51
CS5027;14-mar-15;45
CS3564;9-ene-14;94
CS3297;10-ago-14;51
CS4385;8-may-14;66
CS3179;8-jun-14;102
CS1953;11-ene-12;58
CS3996;28-mar-14;91
CS4165;5-mar-15;71
CS5674;2-may-12;92
CS1900;22-sep-13;58
CS5124;19-dic-13;96
CS2087;13-jun-14;53
CS3580;5-oct-11;76
CS4134;26-sep-11;103
CS4384;19-sep-14;37
CS4335;20-mar-14;49
CS4098;24-jul-13;75
CS2858;1-oct-11;72
CS1341;22-ene-14;64
CS5637;12-ene-12;76
CS4773;27-may-14;89
CS1624;7-nov-12;45
CS4209;2-may-13;70
CS5382;27-feb-14;69
CS4030;18-oct-12;105
CS3017;24-mar-13;99
CS3438;14-oct-13;99
CS4636;14-abr-14;83
CS3499;28-nov-12;54
CS4349;28-sep-14;48
CS3256;7-sep-12;35
CS4221;31-oct-14;86
CS5755;12-ago-13;57
CS3966;3-jun-12;51
CS4052;28-jun-12;83
CS5740;30-ago-11;39
CS4839;4-feb-15;51
CS5067;2-ene-14;88
CS5121;5-jul-12;89
CS3586;12-jul-11;91
CS1837;11-oct-14;68
CS1816;3-feb-12;93
CS2613;20-ago-12;70
CS4997;15-mar-14;59
CS2250;9-oct-12;95
CS5366;16-jul-14;47
CS1926;4-mar-13;82
CS5045;7-dic-12;89
CS1512;13-ago-14;88
CS1581;5-jun-12;36
CS5562;17-feb-12;79
CS4732;28-jul-11;53
CS5973;24-may-13;87
CS3988;27-may-11;79
CS3366;9-ene-13;74
CS3770;8-ene-12;57
CS5007;22-mar-13;38
CS5482;10-oct-11;97
CS2259;10-ago-12;57
